trials,participant,valence,S,R,rt,dataset
1,1,2,left,right,1.327553658463717,weber_holds_vmismatch_0.7
2,1,2,left,left,0.919325747411935,weber_holds_vmismatch_0.7
3,1,2,left,left,1.2275757368120053,weber_holds_vmismatch_0.7
4,1,2,left,left,1.379633506001895,weber_holds_vmismatch_0.7
5,1,2,left,left,1.0077251357570252,weber_holds_vmismatch_0.7
6,1,2,left,left,2.8434868980624755,weber_holds_vmismatch_0.7
7,1,2,left,left,1.2343568667990816,weber_holds_vmismatch_0.7
8,1,2,left,left,1.121417960249416,weber_holds_vmismatch_0.7
9,1,2,left,left,0.9164417417280974,weber_holds_vmismatch_0.7
10,1,2,left,left,1.1789640057812028,weber_holds_vmismatch_0.7
11,1,3,left,left,1.254080312059181,weber_holds_vmismatch_0.7
12,1,3,left,left,1.4310700432582035,weber_holds_vmismatch_0.7
13,1,3,left,left,1.0385570971964255,weber_holds_vmismatch_0.7
14,1,3,left,left,1.6798301171419097,weber_holds_vmismatch_0.7
15,1,3,left,left,0.9196283792512021,weber_holds_vmismatch_0.7
16,1,3,left,left,1.6276185219892767,weber_holds_vmismatch_0.7
17,1,3,left,left,1.3436131385158367,weber_holds_vmismatch_0.7
18,1,3,left,left,1.1267433171421655,weber_holds_vmismatch_0.7
19,1,3,left,left,0.8602675026442463,weber_holds_vmismatch_0.7
20,1,3,left,left,1.2997521045783498,weber_holds_vmismatch_0.7
21,1,4,left,right,2.090373649230252,weber_holds_vmismatch_0.7
22,1,4,left,left,1.6061711043918243,weber_holds_vmismatch_0.7
23,1,4,left,left,2.385299925019148,weber_holds_vmismatch_0.7
24,1,4,left,left,1.6644976797301267,weber_holds_vmismatch_0.7
25,1,4,left,right,2.031178034677714,weber_holds_vmismatch_0.7
26,1,4,left,right,2.8705169893029345,weber_holds_vmismatch_0.7
27,1,4,left,right,1.86467841847835,weber_holds_vmismatch_0.7
28,1,4,left,right,4.022679325492442,weber_holds_vmismatch_0.7
29,1,4,left,left,2.218309900064688,weber_holds_vmismatch_0.7
30,1,4,left,right,1.8606291236939412,weber_holds_vmismatch_0.7
31,1,6,left,left,1.925567444712002,weber_holds_vmismatch_0.7
32,1,6,left,left,1.700735294819032,weber_holds_vmismatch_0.7
33,1,6,left,left,2.045959337274403,weber_holds_vmismatch_0.7
34,1,6,left,right,1.9702505535983879,weber_holds_vmismatch_0.7
35,1,6,left,right,2.2733349583992286,weber_holds_vmismatch_0.7
36,1,6,left,left,2.2215902984887763,weber_holds_vmismatch_0.7
37,1,6,left,left,1.8031678814621879,weber_holds_vmismatch_0.7
38,1,6,left,right,2.0600057708764297,weber_holds_vmismatch_0.7
39,1,6,left,left,3.8485870842641505,weber_holds_vmismatch_0.7
40,1,6,left,right,2.1466744525943158,weber_holds_vmismatch_0.7
41,1,7,left,right,1.4839334821437866,weber_holds_vmismatch_0.7
42,1,7,left,left,0.9968362450272001,weber_holds_vmismatch_0.7
43,1,7,left,left,1.2261250697085737,weber_holds_vmismatch_0.7
44,1,7,left,right,1.2800487890555918,weber_holds_vmismatch_0.7
45,1,7,left,left,1.0414551560264753,weber_holds_vmismatch_0.7
46,1,7,left,left,1.0468932323586129,weber_holds_vmismatch_0.7
47,1,7,left,left,1.3943893155869467,weber_holds_vmismatch_0.7
48,1,7,left,right,1.6785252184669137,weber_holds_vmismatch_0.7
49,1,7,left,left,1.1744707277523574,weber_holds_vmismatch_0.7
50,1,7,left,right,1.8096371399930122,weber_holds_vmismatch_0.7
51,1,8,left,left,1.036023474927469,weber_holds_vmismatch_0.7
52,1,8,left,left,1.5080901498849117,weber_holds_vmismatch_0.7
53,1,8,left,left,0.8377299251197032,weber_holds_vmismatch_0.7
54,1,8,left,left,0.9820336607168734,weber_holds_vmismatch_0.7
55,1,8,left,left,1.7708290414256849,weber_holds_vmismatch_0.7
56,1,8,left,left,0.9769689195815823,weber_holds_vmismatch_0.7
57,1,8,left,left,0.7437636020288829,weber_holds_vmismatch_0.7
58,1,8,left,right,1.4151219789322385,weber_holds_vmismatch_0.7
59,1,8,left,left,1.0142282836526297,weber_holds_vmismatch_0.7
60,1,8,left,left,0.9944152327886635,weber_holds_vmismatch_0.7
61,1,2,right,right,0.8955492559372087,weber_holds_vmismatch_0.7
62,1,2,right,right,1.0349493665376384,weber_holds_vmismatch_0.7
63,1,2,right,right,1.6226711863676098,weber_holds_vmismatch_0.7
64,1,2,right,right,0.8576454582287683,weber_holds_vmismatch_0.7
65,1,2,right,left,1.7320233591920715,weber_holds_vmismatch_0.7
66,1,2,right,right,0.7546307796619702,weber_holds_vmismatch_0.7
67,1,2,right,right,0.8321766778435853,weber_holds_vmismatch_0.7
68,1,2,right,right,1.1961899483182377,weber_holds_vmismatch_0.7
69,1,2,right,right,0.9715736098459111,weber_holds_vmismatch_0.7
70,1,2,right,right,1.4643760709603517,weber_holds_vmismatch_0.7
71,1,3,right,left,1.5541002142343059,weber_holds_vmismatch_0.7
72,1,3,right,right,1.3162118326018246,weber_holds_vmismatch_0.7
73,1,3,right,right,1.3195503093858796,weber_holds_vmismatch_0.7
74,1,3,right,left,1.1892906862513453,weber_holds_vmismatch_0.7
75,1,3,right,right,1.3037025252518761,weber_holds_vmismatch_0.7
76,1,3,right,right,1.4206156364190714,weber_holds_vmismatch_0.7
77,1,3,right,left,1.8937514420844084,weber_holds_vmismatch_0.7
78,1,3,right,right,1.0037443756375326,weber_holds_vmismatch_0.7
79,1,3,right,left,2.9044764389382984,weber_holds_vmismatch_0.7
80,1,3,right,right,1.4659388586651052,weber_holds_vmismatch_0.7
81,1,4,right,left,3.0852224960954193,weber_holds_vmismatch_0.7
82,1,4,right,right,2.143312430609075,weber_holds_vmismatch_0.7
83,1,4,right,right,1.424108233326319,weber_holds_vmismatch_0.7
84,1,4,right,right,1.9029012672329964,weber_holds_vmismatch_0.7
85,1,4,right,left,2.506899946730843,weber_holds_vmismatch_0.7
86,1,4,right,left,2.2794116961316147,weber_holds_vmismatch_0.7
87,1,4,right,right,2.194427453213723,weber_holds_vmismatch_0.7
88,1,4,right,right,1.6948856274908262,weber_holds_vmismatch_0.7
89,1,4,right,left,1.7431699140634807,weber_holds_vmismatch_0.7
90,1,4,right,left,1.6673279355926314,weber_holds_vmismatch_0.7
91,1,6,right,left,3.165291899134825,weber_holds_vmismatch_0.7
92,1,6,right,left,1.9694329203529912,weber_holds_vmismatch_0.7
93,1,6,right,right,1.875640171760911,weber_holds_vmismatch_0.7
94,1,6,right,right,1.7916388017157971,weber_holds_vmismatch_0.7
95,1,6,right,left,1.4646310322966762,weber_holds_vmismatch_0.7
96,1,6,right,left,2.1157104650879193,weber_holds_vmismatch_0.7
97,1,6,right,right,1.4793245099381351,weber_holds_vmismatch_0.7
98,1,6,right,right,2.2132768561438283,weber_holds_vmismatch_0.7
99,1,6,right,right,1.5875808599148926,weber_holds_vmismatch_0.7
100,1,6,right,left,1.5035756912235076,weber_holds_vmismatch_0.7
101,1,7,right,right,2.202726122759215,weber_holds_vmismatch_0.7
102,1,7,right,right,1.6618171862893758,weber_holds_vmismatch_0.7
103,1,7,right,right,1.022480223690786,weber_holds_vmismatch_0.7
104,1,7,right,right,1.223950224710713,weber_holds_vmismatch_0.7
105,1,7,right,right,1.2587631204012213,weber_holds_vmismatch_0.7
106,1,7,right,right,1.7871298385647407,weber_holds_vmismatch_0.7
107,1,7,right,right,1.3897594306444767,weber_holds_vmismatch_0.7
108,1,7,right,right,0.9755004144573363,weber_holds_vmismatch_0.7
109,1,7,right,right,1.2123292657041922,weber_holds_vmismatch_0.7
110,1,7,right,left,0.9150649548249048,weber_holds_vmismatch_0.7
111,1,8,right,right,0.9062801215144567,weber_holds_vmismatch_0.7
112,1,8,right,right,0.8137815401911421,weber_holds_vmismatch_0.7
