trials,participant,valence,S,R,rt,dataset
1,1,2,left,right,1.235188744244067,weber_holds_vmismatch_0.8
2,1,2,left,left,0.7596883963664558,weber_holds_vmismatch_0.8
3,1,2,left,left,1.73911823208007,weber_holds_vmismatch_0.8
4,1,2,left,left,0.8973273491643226,weber_holds_vmismatch_0.8
5,1,2,left,left,0.7398738485767209,weber_holds_vmismatch_0.8
6,1,2,left,left,1.1973673604518638,weber_holds_vmismatch_0.8
7,1,2,left,left,1.1930289007049881,weber_holds_vmismatch_0.8
8,1,2,left,left,1.0851567738515784,weber_holds_vmismatch_0.8
9,1,2,left,left,1.2992107101127706,weber_holds_vmismatch_0.8
10,1,2,left,left,1.1356260585922213,weber_holds_vmismatch_0.8
11,1,3,left,left,1.2924049896593548,weber_holds_vmismatch_0.8
12,1,3,left,left,1.0461146797513592,weber_holds_vmismatch_0.8
13,1,3,left,left,2.1880093294856326,weber_holds_vmismatch_0.8
14,1,3,left,left,1.3765795670387788,weber_holds_vmismatch_0.8
15,1,3,left,right,1.5835001721592559,weber_holds_vmismatch_0.8
16,1,3,left,left,1.1373216320293336,weber_holds_vmismatch_0.8
17,1,3,left,left,1.5176085428523691,weber_holds_vmismatch_0.8
18,1,3,left,left,0.9176339737270833,weber_holds_vmismatch_0.8
19,1,3,left,left,1.2272830925475406,weber_holds_vmismatch_0.8
20,1,3,left,left,1.196400417708776,weber_holds_vmismatch_0.8
21,1,4,left,left,1.9485149718921944,weber_holds_vmismatch_0.8
22,1,4,left,left,1.706907980971011,weber_holds_vmismatch_0.8
23,1,4,left,left,2.4090849521583495,weber_holds_vmismatch_0.8
24,1,4,left,left,2.618417819050566,weber_holds_vmismatch_0.8
25,1,4,left,right,2.8047181929981013,weber_holds_vmismatch_0.8
26,1,4,left,left,2.091151239985723,weber_holds_vmismatch_0.8
27,1,4,left,left,1.458206555943271,weber_holds_vmismatch_0.8
28,1,4,left,left,1.5665387232010186,weber_holds_vmismatch_0.8
29,1,4,left,left,1.8993470599669053,weber_holds_vmismatch_0.8
30,1,4,left,left,1.6098286282722165,weber_holds_vmismatch_0.8
